Timestamp;Date ISO;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
1679646717.598133486;2023-03-24 08:31:57;-55;-10.55, -6;0, 0;12.13682413
1679646717.739709764;2023-03-24 08:31:57;-53;-10.55, -6;0, 0;12.13682413
1679646717.758813764;2023-03-24 08:31:57;-51;-10.55, -6;0, 0;12.13682413
1679646718.549312689;2023-03-24 08:31:58;-54;-10.55, -6;0, 0;12.13682413
1679646718.617150578;2023-03-24 08:31:58;-54;-10.55, -6;0, 0;12.13682413
1679646719.352458078;2023-03-24 08:31:59;-55;-10.55, -6;0, 0;12.13682413
1679646719.438143392;2023-03-24 08:31:59;-53;-10.55, -6;0, 0;12.13682413
1679646719.458608244;2023-03-24 08:31:59;-54;-10.55, -6;0, 0;12.13682413
1679646720.127219003;2023-03-24 08:32:00;-53;-10.55, -6;0, 0;12.13682413
1679646720.148078522;2023-03-24 08:32:00;-52;-10.55, -6;0, 0;12.13682413
1679646720.268577577;2023-03-24 08:32:00;-54;-10.55, -6;0, 0;12.13682413
1679646720.924406651;2023-03-24 08:32:00;-55;-10.55, -6;0, 0;12.13682413
1679646720.944691280;2023-03-24 08:32:00;-54;-10.55, -6;0, 0;12.13682413
1679646721.059334336;2023-03-24 08:32:01;-54;-10.55, -6;0, 0;12.13682413
1679646721.728751409;2023-03-24 08:32:01;-60;-10.55, -6;0, 0;12.13682413
1679646721.981928983;2023-03-24 08:32:01;-58;-10.55, -6;0, 0;12.13682413
1679646722.001318132;2023-03-24 08:32:02;-57;-10.55, -6;0, 0;12.13682413
1679646722.103138983;2023-03-24 08:32:02;-58;-10.55, -6;0, 0;12.13682413
1679646722.123419428;2023-03-24 08:32:02;17;-10.55, -6;0, 0;12.13682413
1679646722.836670946;2023-03-24 08:32:02;-62;-10.55, -6;0, 0;12.13682413
1679646722.856007650;2023-03-24 08:32:02;-62;-10.55, -6;0, 0;12.13682413
1679646722.881633872;2023-03-24 08:32:02;-59;-10.55, -6;0, 0;12.13682413
1679646722.900985890;2023-03-24 08:32:02;-59;-10.55, -6;0, 0;12.13682413
1679646722.925433983;2023-03-24 08:32:02;-54;-10.55, -6;0, 0;12.13682413
1679646722.944864464;2023-03-24 08:32:02;-55;-10.55, -6;0, 0;12.13682413
1679646722.969181094;2023-03-24 08:32:02;-53;-10.55, -6;0, 0;12.13682413
1679646723.013467094;2023-03-24 08:32:03;-55;-10.55, -6;0, 0;12.13682413
1679646723.056680372;2023-03-24 08:32:03;-57;-10.55, -6;0, 0;12.13682413
1679646723.100713242;2023-03-24 08:32:03;-60;-10.55, -6;0, 0;12.13682413
1679646726.511109555;2023-03-24 08:32:06;-55;-10.55, -6;0, 0;12.13682413
1679646727.249194721;2023-03-24 08:32:07;-55;-10.55, -6;0, 0;12.13682413
